State Well Number,Latitude DD,Longitude DD,County,Date,Depth
3017604.0,32.675,-99.894445,Jones,1950,80.0
1229403.0,34.5552778,-100.4991667,Hall,1950,100.0
2139202.0,33.486389,-99.195,Baylor,1950,20.0
1345103.0,34.3725,-99.465556,Wilbarger,1950,45.0
1449404.0,34.18,-98.984445,Wilbarger,1950,35.0
1345602.0,34.324444,-99.386667,Wilbarger,1950,65.0
1345702.0,34.286389,-99.461667,Wilbarger,1950,50.0
2149603.0,33.1855556,-99.8983333,Haskell,1950,54.0
3019804.0,32.631944,-99.693889,Jones,1950,32.0
1345601.0,34.322222,-99.390556,Wilbarger,1950,59.0
1361344.0,34.091945,-99.400001,Wilbarger,1951,36.0
3010902.0,32.750556,-99.791111,Jones,1951,35.0
2136315.0,33.481389,-99.541111,Knox,1951,51.0
3019521.0,32.700834,-99.706112,Jones,1951,67.0
1356601.0,34.183055,-99.013612,Wilbarger,1951,32.0
2151741.0,33.161389,-99.741667,Haskell,1951,31.0
2142240.0,33.367222,-99.821944,Haskell,1951,66.0
1345102.0,34.353334,-99.471944,Wilbarger,1951,60.0
2142243.0,33.3725,-99.817778,Haskell,1951,60.0
2142244.0,33.361945,-99.821111,Haskell,1951,65.0
3017713.0,32.627778,-99.966667,Jones,1951,41.0
2130604.0,33.546945,-99.274444,Baylor,1951,25.0
1204617.0,34.920278,-100.514445,Collingsworth,1951,228.0
2136407.0,33.456112,-99.615001,Knox,1951,51.0
3010822.0,32.751945,-99.832222,Jones,1951,58.0
2130206.0,33.593334,-99.302778,Baylor,1951,22.0
3010805.0,32.751389,-99.801389,Jones,1951,25.0
2130205.0,33.590834,-99.303056,Baylor,1951,23.0
3002602.0,32.922222,-99.758612,Jones,1951,24.0
3002603.0,32.940834,-99.784722,Jones,1951,24.0
1354855.0,34.164167,-99.310556,Wilbarger,1951,42.0
3002607.0,32.922222,-99.771667,Jones,1951,32.0
3002608.0,32.922222,-99.771667,Jones,1951,32.0
2135522.0,33.450556,-99.668889,Knox,1951,58.0
2142119.0,33.338611,-99.857223,Haskell,1951,60.0
3026102.0,32.587222,-99.868611,Jones,1951,67.0
2129302.0,33.601112,-99.388056,Baylor,1951,28.0
2129303.0,33.600834,-99.389167,Baylor,1951,27.0
3019814.0,32.655278,-99.676944,Jones,1951,60.0
2135211.0,33.469167,-99.670833,Knox,1951,63.0
1361345.0,34.0875,-99.398334,Wilbarger,1951,25.0
1361343.0,34.0875,-99.398334,Wilbarger,1951,37.0
2122801.0,33.645,-99.321389,Baylor,1951,36.0
2142711.0,33.290834,-99.860001,Haskell,1951,73.0
2142202.0,33.3608333,-99.7961111,Haskell,1951,64.0
2130204.0,33.594445,-99.302223,Baylor,1951,22.0
2151405.0,33.174722,-99.735,Haskell,1951,33.0
3010819.0,32.751389,-99.808889,Jones,1951,37.0
2134814.0,33.381944,-99.8275,Haskell,1951,54.0
1362160.0,34.116944,-99.348889,Wilbarger,1951,35.0
2150306.0,33.210001,-99.78,Haskell,1951,70.0
1346504.0,34.3306667,-99.3178056,Wilbarger,1951,120.0
